"","date","timedate","mono","TECH","grouptoday","natal","resident.group","mom","obs","tech.parse","switch","rav","fav","name","male","yob","dob","male2","TECH_i","mono_i","grouptoday_i","nonnatal","postmig","post_rf_fizz","post_mk_fizz","post_fl_fizz","post_fizz"
"21469",2003-02-20,(03-02-20 17:10:00),"DI","LS","rr","rr","rr","CC","SEP","LS",0,"","","Dixi",0,1993,"5/15/93",1,2,50,10,0,0,0,1,0,1
"97229",2003-02-20,(03-02-20 17:10:00),"WW","OP","rr","rr","mk","DH","SEP","OP",0,"","","Wanna",0,1991,"5/15/91",1,3,223,10,0,0,0,1,0,1
"97230",2003-02-20,(03-02-20 17:10:00),"WW","S","rr","rr","mk","DH","SEP","S,S",1,"","","Wanna",0,1991,"5/15/91",1,5,223,10,0,0,0,1,0,1
"33971",2003-02-20,(03-02-20 17:16:00),"GE","S","rr","rr","rr","MA","TGL","S",0,"","","Gerber",0,1998,"7/31/98",1,5,77,10,0,0,0,1,0,1
"33970",2003-02-20,(03-02-20 17:21:00),"GE","S","rr","rr","rr","MA","TGL","S",0,"","","Gerber",0,1998,"7/31/98",1,5,77,10,0,0,0,1,0,1
"21468",2003-02-20,(03-02-20 17:25:00),"DI","OP","rr","rr","rr","CC","TGL","OP",0,"","","Dixi",0,1993,"5/15/93",1,3,50,10,0,0,0,1,0,1
"14267",2003-02-21,(03-02-21 09:45:25),"CM","S","ff","ff","ff","DN","NP","S",0,"","","Camille",0,1993,"5/15/93",1,5,37,4,0,0,1,0,0,1
"14268",2003-02-21,(03-02-21 09:45:25),"CM","S","ff","ff","ff","DN","NP","S",0,"","","Camille",0,1993,"5/15/93",1,5,37,4,0,0,1,0,0,1
"33140",2003-02-21,(03-02-21 09:45:25),"FZ","S","ff","u","d","","NP","S",0,"SV","","Fonz",1,1979,"5/15/79",2,5,74,4,1,1,0,0,0,0
"77208",2003-02-21,(03-02-21 09:50:25),"RX","OP","ff","ff","d","","NP","S,L,OP,L",0,"","","Rumor",0,1974,"5/15/74",1,3,177,4,0,0,1,0,0,1
"33143",2003-02-22,(03-02-22 08:40:00),"FZ","S","ff","u","d","","SEP","S",0,"","","Fonz",1,1979,"5/15/79",2,5,74,4,1,1,0,0,0,0
"33146",2003-02-22,(03-02-22 08:40:00),"FZ","S","ff","u","d","","SEP","S",0,"","","Fonz",1,1979,"5/15/79",2,5,74,4,1,1,0,0,0,0
"33148",2003-02-22,(03-02-22 08:40:00),"FZ","S","ff","u","d","","SEP","S",0,"","","Fonz",1,1979,"5/15/79",2,5,74,4,1,1,0,0,0,0
"33149",2003-02-22,(03-02-22 08:40:00),"FZ","S","ff","u","d","","SEP","S",0,"","","Fonz",1,1979,"5/15/79",2,5,74,4,1,1,0,0,0,0
"52199",2003-02-22,(03-02-22 08:40:00),"MC","S","ff","ff","u","SD","SEP","S",0,"","","Mercutio",1,1997,"5/15/97",2,5,123,4,0,0,1,0,0,1
"62981",2003-02-22,(03-02-22 08:40:00),"OD","OP","ff","ff","ff","RF","SEP","OP",0,"","","Oden",1,1996,"5/15/96",2,3,149,4,0,0,1,0,0,1
"62982",2003-02-22,(03-02-22 08:40:00),"OD","OP","ff","ff","ff","RF","SEP","OP",0,"","","Oden",1,1996,"5/15/96",2,3,149,4,0,0,1,0,0,1
"66584",2003-02-22,(03-02-22 08:40:00),"PF","LS","ff","ff","ff","SD","SEP","LS",0,"","","Pitufo",1,1999,"5/15/99",2,2,155,4,0,0,1,0,0,1
"81238",2003-02-22,(03-02-22 08:40:00),"SM","OP","ff","ff","d","MF","SEP","OP",0,"","","Simba",1,1998,"5/15/98",2,3,185,4,0,0,1,0,0,1
"1093",2003-02-22,(03-02-22 13:35:00),"AM","S","ff","ff","ff","","SEP","S",0,"","","Amiens",0,1974,"5/15/74",1,5,4,4,0,0,1,0,0,1
"14269",2003-02-22,(03-02-22 13:35:00),"CM","S","ff","ff","ff","DN","SEP","S",0,"","","Camille",0,1993,"5/15/93",1,5,37,4,0,0,1,0,0,1
"14270",2003-02-22,(03-02-22 13:35:00),"CM","S","ff","ff","ff","DN","SEP","S",0,"","","Camille",0,1993,"5/15/93",1,5,37,4,0,0,1,0,0,1
"15729",2003-02-22,(03-02-22 13:35:00),"CP","RO","ff","ff","d","CB","SEP","RO",0,"","","Capulet",0,2001,"5/15/01",1,4,39,4,0,0,1,0,0,1
"53029",2003-02-22,(03-02-22 13:35:00),"MF","S","ff","ff","rf","RF","SEP","S,S",1,"","","Miffin",0,1992,"5/15/92",1,5,125,4,0,0,1,0,0,1
"53030",2003-02-22,(03-02-22 13:35:00),"MF","S","ff","ff","rf","RF","SEP","S,S",1,"","","Miffin",0,1992,"5/15/92",1,5,125,4,0,0,1,0,0,1
"53031",2003-02-22,(03-02-22 13:35:00),"MF","OP","ff","ff","rf","RF","SEP","OP",0,"","","Miffin",0,1992,"5/15/92",1,3,125,4,0,0,1,0,0,1
"62980",2003-02-22,(03-02-22 13:35:00),"OD","S","ff","ff","ff","RF","SEP","G,S,S",1,"","","Oden",1,1996,"5/15/96",2,5,149,4,0,0,1,0,0,1
"62983",2003-02-22,(03-02-22 13:35:00),"OD","S","ff","ff","ff","RF","SEP","S,G",0,"","","Oden",1,1996,"5/15/96",2,5,149,4,0,0,1,0,0,1
"62984",2003-02-22,(03-02-22 13:35:00),"OD","S","ff","ff","ff","RF","SEP","S",0,"","","Oden",1,1996,"5/15/96",2,5,149,4,0,0,1,0,0,1
"15001",2003-02-22,(03-02-22 15:34:00),"CN","S","ff","u","d","","SEP","S",0,"","","Champignon",1,1980,"5/15/80",2,5,38,4,1,1,0,0,0,0
"15002",2003-02-22,(03-02-22 15:34:00),"CN","LS","ff","u","d","","SEP","S,LS",0,"","","Champignon",1,1980,"5/15/80",2,2,38,4,1,1,0,0,0,0
"15003",2003-02-22,(03-02-22 15:34:00),"CN","H","ff","u","d","","SEP","S,H",0,"","","Champignon",1,1980,"5/15/80",2,1,38,4,1,1,0,0,0,0
"15004",2003-02-22,(03-02-22 15:34:00),"CN","S","ff","u","d","","SEP","R,S",0,"","","Champignon",1,1980,"5/15/80",2,5,38,4,1,1,0,0,0,0
"15005",2003-02-22,(03-02-22 15:34:00),"CN","S","ff","u","d","","SEP","S",0,"","","Champignon",1,1980,"5/15/80",2,5,38,4,1,1,0,0,0,0
"33141",2003-02-22,(03-02-22 15:34:00),"FZ","S","ff","u","d","","SEP","S",0,"","","Fonz",1,1979,"5/15/79",2,5,74,4,1,1,0,0,0,0
"33142",2003-02-22,(03-02-22 15:34:00),"FZ","S","ff","u","d","","SEP","S",0,"","","Fonz",1,1979,"5/15/79",2,5,74,4,1,1,0,0,0,0
"33144",2003-02-22,(03-02-22 15:34:00),"FZ","S","ff","u","d","","SEP","S",0,"","","Fonz",1,1979,"5/15/79",2,5,74,4,1,1,0,0,0,0
"33145",2003-02-22,(03-02-22 15:34:00),"FZ","S","ff","u","d","","SEP","S",0,"","","Fonz",1,1979,"5/15/79",2,5,74,4,1,1,0,0,0,0
"33147",2003-02-22,(03-02-22 15:34:00),"FZ","S","ff","u","d","","SEP","S",0,"AO","","Fonz",1,1979,"5/15/79",2,5,74,4,1,1,0,0,0,0
"33150",2003-02-22,(03-02-22 15:34:00),"FZ","S","ff","u","d","","SEP","S",0,"LX","","Fonz",1,1979,"5/15/79",2,5,74,4,1,1,0,0,0,0
"49973",2003-02-22,(03-02-22 15:34:00),"LX","S","ff","ff","rf","DN","SEP","S",0,"","FZ","Lorax",1,1999,"5/15/99",2,5,119,4,0,0,1,0,0,1
"49974",2003-02-22,(03-02-22 15:34:00),"LX","S","ff","ff","rf","DN","SEP","S",0,"","","Lorax",1,1999,"5/15/99",2,5,119,4,0,0,1,0,0,1
"62985",2003-02-22,(03-02-22 15:34:00),"OD","OP","ff","ff","ff","RF","SEP","S,OP",0,"","","Oden",1,1996,"5/15/96",2,3,149,4,0,0,1,0,0,1
"14271",2003-02-23,(03-02-23 08:44:00),"CM","OP","ff","ff","ff","DN","SEP","OP",0,"","","Camille",0,1993,"5/15/93",1,3,37,4,0,0,1,0,0,1
"14272",2003-02-23,(03-02-23 08:44:00),"CM","S","ff","ff","ff","DN","SEP","S",0,"","","Camille",0,1993,"5/15/93",1,5,37,4,0,0,1,0,0,1
"69935",2003-02-23,(03-02-23 08:44:00),"PW","LS","ff","ff","cu","SD","SEP","LS",0,"","","Power",1,1993,"5/15/93",2,2,162,4,0,0,1,0,0,1
"69937",2003-02-23,(03-02-23 08:44:00),"PW","LS","ff","ff","cu","SD","SEP","LS",0,"","","Power",1,1993,"5/15/93",2,2,162,4,0,0,1,0,0,1
"69939",2003-02-23,(03-02-23 08:44:00),"PW","LS","ff","ff","cu","SD","SEP","LS",0,"","","Power",1,1993,"5/15/93",2,2,162,4,0,0,1,0,0,1
"69940",2003-02-23,(03-02-23 08:44:00),"PW","H","ff","ff","cu","SD","SEP","LS,H",0,"","","Power",1,1993,"5/15/93",2,1,162,4,0,0,1,0,0,1
"69942",2003-02-23,(03-02-23 08:44:00),"PW","LS","ff","ff","cu","SD","SEP","LS",0,"","","Power",1,1993,"5/15/93",2,2,162,4,0,0,1,0,0,1
"69945",2003-02-23,(03-02-23 08:44:00),"PW","H","ff","ff","cu","SD","SEP","LS,H",0,"","","Power",1,1993,"5/15/93",2,1,162,4,0,0,1,0,0,1
"1094",2003-02-23,(03-02-23 08:57:00),"AM","S","ff","ff","ff","","SEP","S",0,"","","Amiens",0,1974,"5/15/74",1,5,4,4,0,0,1,0,0,1
"1095",2003-02-23,(03-02-23 08:57:00),"AM","S","ff","ff","ff","","SEP","S",0,"CN","","Amiens",0,1974,"5/15/74",1,5,4,4,0,0,1,0,0,1
"15006",2003-02-23,(03-02-23 08:57:00),"CN","S","ff","u","d","","SEP","S",0,"","","Champignon",1,1980,"5/15/80",2,5,38,4,1,1,0,0,0,0
"15007",2003-02-23,(03-02-23 08:57:00),"CN","W","ff","u","d","","SEP","W",0,"","","Champignon",1,1980,"5/15/80",2,6,38,4,1,1,0,0,0,0
"33151",2003-02-23,(03-02-23 08:57:00),"FZ","S","ff","u","d","","SEP","S",0,"","","Fonz",1,1979,"5/15/79",2,5,74,4,1,1,0,0,0,0
"38922",2003-02-23,(03-02-23 08:57:00),"HE","S","ff","ff","fl","","SEP","S",0,"","","Heinrich",1,1992,"5/15/92",2,5,88,4,0,0,1,0,0,1
"69936",2003-02-23,(03-02-23 08:57:00),"PW","S","ff","ff","cu","SD","SEP","S",0,"","","Power",1,1993,"5/15/93",2,5,162,4,0,0,1,0,0,1
"69938",2003-02-23,(03-02-23 08:57:00),"PW","W","ff","ff","cu","SD","SEP","LS,W",0,"","","Power",1,1993,"5/15/93",2,6,162,4,0,0,1,0,0,1
"69941",2003-02-23,(03-02-23 08:57:00),"PW","LS","ff","ff","cu","SD","SEP","LS",0,"","","Power",1,1993,"5/15/93",2,2,162,4,0,0,1,0,0,1
"69946",2003-02-23,(03-02-23 08:57:00),"PW","S","ff","ff","cu","SD","SEP","S",0,"","","Power",1,1993,"5/15/93",2,5,162,4,0,0,1,0,0,1
"23529",2003-02-23,(03-02-23 15:09:25),"DN","OP","ff","ff","ff","TA","NP","OP",0,"","","Dauphin",0,1987,"5/15/87",1,3,54,4,0,0,1,0,0,1
"33152",2003-02-23,(03-02-23 15:09:25),"FZ","S","ff","u","d","","NP","S",0,"","","Fonz",1,1979,"5/15/79",2,5,74,4,1,1,0,0,0,0
"37334",2003-02-25,(03-02-25 00:00:00),"HA","LS","rr","rr","lb","CC","SEP","S,LS",0,"","","Hada",1,1999,"4/21/99",2,2,85,10,0,0,0,1,0,1
"92454",2003-02-25,(03-02-25 00:00:00),"UZ","OP","rr","rr","d","UU","SEP","OP",0,"","","Uzo",0,2000,"9/1/00",1,3,211,10,0,0,0,1,0,1
"1097",2003-02-25,(03-02-25 13:38:25),"AM","W","ff","ff","ff","","NP","S,W,LS",0,"","","Amiens",0,1974,"5/15/74",1,6,4,4,0,0,1,0,0,1
"23530",2003-02-25,(03-02-25 13:38:25),"DN","OP","ff","ff","ff","TA","NP","OP",0,"","","Dauphin",0,1987,"5/15/87",1,3,54,4,0,0,1,0,0,1
"77211",2003-02-25,(03-02-25 13:38:25),"RX","OP","ff","ff","d","","NP","S,S,OP",1,"","","Rumor",0,1974,"5/15/74",1,3,177,4,0,0,1,0,0,1
"1096",2003-02-25,(03-02-25 13:42:25),"AM","S","ff","ff","ff","","NP","S",0,"","","Amiens",0,1974,"5/15/74",1,5,4,4,0,0,1,0,0,1
"4392",2003-02-26,(03-02-26 08:42:00),"BD","H","rr","rr","bd","DI","SEP","S,H,S,H",0,"","","Badoodie",1,1999,"9/1/99",2,1,14,10,0,0,0,1,0,1
"4393",2003-02-26,(03-02-26 08:42:00),"BD","H","rr","rr","bd","DI","SEP","S,H",0,"","","Badoodie",1,1999,"9/1/99",2,1,14,10,0,0,0,1,0,1
"4394",2003-02-26,(03-02-26 08:42:00),"BD","H","rr","rr","bd","DI","SEP","LS,H,S,H",0,"","","Badoodie",1,1999,"9/1/99",2,1,14,10,0,0,0,1,0,1
"4395",2003-02-26,(03-02-26 08:42:00),"BD","H","rr","rr","bd","DI","SEP","S,H,LS",0,"","","Badoodie",1,1999,"9/1/99",2,1,14,10,0,0,0,1,0,1
"4396",2003-02-26,(03-02-26 08:42:00),"BD","LS","rr","rr","bd","DI","SEP","LS",0,"","","Badoodie",1,1999,"9/1/99",2,2,14,10,0,0,0,1,0,1
"4397",2003-02-26,(03-02-26 08:42:00),"BD","H","rr","rr","bd","DI","SEP","LS,H",0,"","","Badoodie",1,1999,"9/1/99",2,1,14,10,0,0,0,1,0,1
"4398",2003-02-26,(03-02-26 08:42:00),"BD","H","rr","rr","bd","DI","SEP","S,H,H",0,"","","Badoodie",1,1999,"9/1/99",2,1,14,10,0,0,0,1,0,1
"33976",2003-02-26,(03-02-26 08:42:00),"GE","S","rr","rr","rr","MA","SEP","S",0,"","","Gerber",0,1998,"7/31/98",1,5,77,10,0,0,0,1,0,1
"33977",2003-02-26,(03-02-26 08:42:00),"GE","S","rr","rr","rr","MA","SEP","S",0,"","","Gerber",0,1998,"7/31/98",1,5,77,10,0,0,0,1,0,1
"33978",2003-02-26,(03-02-26 08:42:00),"GE","S","rr","rr","rr","MA","SEP","S",0,"","","Gerber",0,1998,"7/31/98",1,5,77,10,0,0,0,1,0,1
"33979",2003-02-26,(03-02-26 08:42:00),"GE","S","rr","rr","rr","MA","SEP","S",0,"","","Gerber",0,1998,"7/31/98",1,5,77,10,0,0,0,1,0,1
"33980",2003-02-26,(03-02-26 08:42:00),"GE","S","rr","rr","rr","MA","SEP","S",0,"","","Gerber",0,1998,"7/31/98",1,5,77,10,0,0,0,1,0,1
"33981",2003-02-26,(03-02-26 08:42:00),"GE","S","rr","rr","rr","MA","SEP","S",0,"","","Gerber",0,1998,"7/31/98",1,5,77,10,0,0,0,1,0,1
"33982",2003-02-26,(03-02-26 08:42:00),"GE","S","rr","rr","rr","MA","SEP","S",0,"","","Gerber",0,1998,"7/31/98",1,5,77,10,0,0,0,1,0,1
"50804",2003-02-26,(03-02-26 08:42:00),"MA","LS","rr","rr","rr","CC","SEP","LS",0,"","","Mezcla",0,1978,"5/15/78",1,2,121,10,0,0,0,1,0,1
"50805",2003-02-26,(03-02-26 08:42:00),"MA","H","rr","rr","rr","CC","SEP","S,H",0,"","","Mezcla",0,1978,"5/15/78",1,1,121,10,0,0,0,1,0,1
"74540",2003-02-26,(03-02-26 08:42:00),"RO","S","rr","rr","bd","WW","SEP","S",0,"","","Rocky",1,1999,"8/15/99",2,5,172,10,0,0,0,1,0,1
"88082",2003-02-26,(03-02-26 08:42:00),"TO","LS","rr","rr","d","MA","SEP","LS",0,"","","Tranquilo",1,1992,"5/15/92",2,2,202,10,0,0,0,1,0,1
"35413",2003-02-26,(03-02-26 10:28:00),"GM","S","rr","rr","lb","CU","SEP","S",0,"","","Gizmo",1,1995,"9/1/95",2,5,80,10,0,0,0,1,0,1
"35414",2003-02-26,(03-02-26 10:28:00),"GM","RO","rr","rr","lb","CU","SEP","RO",0,"","","Gizmo",1,1995,"9/1/95",2,4,80,10,0,0,0,1,0,1
"3608",2003-03-04,(03-03-04 14:31:00),"BA","S","rr","rr","u","KK","EW","S",0,"","","Bart",1,1996,"2/1/96",2,5,12,10,0,0,0,1,0,1
"29643",2003-03-04,(03-03-04 14:31:00),"EO","S","rr","rr","aa","MA","EW","S",0,"","","Elmo",1,1996,"5/15/96",2,5,65,10,0,0,0,1,0,1
"37336",2003-03-04,(03-03-04 14:31:00),"HA","S","rr","rr","lb","CC","EW","S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"37337",2003-03-04,(03-03-04 14:31:00),"HA","S","rr","rr","lb","CC","EW","S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"37338",2003-03-04,(03-03-04 14:31:00),"HA","S","rr","rr","lb","CC","EW","S,S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"92456",2003-03-04,(03-03-04 14:31:00),"UZ","S","rr","rr","d","UU","EW","P,S",0,"","","Uzo",0,2000,"9/1/00",1,5,211,10,0,0,0,1,0,1
"92457",2003-03-04,(03-03-04 14:31:00),"UZ","OP","rr","rr","d","UU","EW","P,OP",0,"","","Uzo",0,2000,"9/1/00",1,3,211,10,0,0,0,1,0,1
"92458",2003-03-04,(03-03-04 14:31:00),"UZ","S","rr","rr","d","UU","EW","S,P,S",0,"","","Uzo",0,2000,"9/1/00",1,5,211,10,0,0,0,1,0,1
"92459",2003-03-04,(03-03-04 14:31:00),"UZ","S","rr","rr","d","UU","EW","P,S,P",0,"","","Uzo",0,2000,"9/1/00",1,5,211,10,0,0,0,1,0,1
"3607",2003-03-04,(03-03-04 14:36:00),"BA","S","rr","rr","u","KK","TGL","S",0,"PO","","Bart",1,1996,"2/1/96",2,5,12,10,0,0,0,1,0,1
"68753",2003-03-04,(03-03-04 14:44:00),"PO","LS","rr","u","d","","TGL","LS",0,"","","Porthos",1,1987,"5/15/87",2,2,160,10,1,1,0,0,0,0
"33984",2003-03-05,(03-03-05 09:43:00),"GE","S","rr","rr","rr","MA","TGL","S",0,"","","Gerber",0,1998,"7/31/98",1,5,77,10,0,0,0,1,0,1
"3609",2003-03-05,(03-03-05 09:51:00),"BA","OP","rr","rr","u","KK","TGL","OP",0,"","","Bart",1,1996,"2/1/96",2,3,12,10,0,0,0,1,0,1
"8841",2003-03-06,(03-03-06 00:00:00),"BY","S","aa","aa","d","AA","SEP","S,S",1,"","","Bailey",1,1999,"10/1/99",2,5,26,1,0,0,0,0,1,1
"8840",2003-03-06,(03-03-06 07:12:00),"BY","S","aa","aa","d","AA","SEP","S",0,"","","Bailey",1,1999,"10/1/99",2,5,26,1,0,0,0,0,1,1
"13413",2003-03-06,(03-03-06 07:12:00),"CK","S","aa","aa","d","VV","SEP","S",0,"","","Cookie",0,1999,"5/26/99",1,5,35,1,0,0,0,0,1,1
"13415",2003-03-06,(03-03-06 07:12:00),"CK","S","aa","aa","d","VV","SEP","S,S",1,"","","Cookie",0,1999,"5/26/99",1,5,35,1,0,0,0,0,1,1
"32354",2003-03-06,(03-03-06 07:12:00),"FY","W","aa","aa","aa","MM","SEP","W",0,"","","Fishy",0,1999,"5/10/99",1,6,73,1,0,0,0,0,1,1
"87635",2003-03-06,(03-03-06 07:12:00),"TL","RO","aa","u","u","","SEP","S,RO",0,"","","Thornhill",1,1972,"5/15/72",2,4,200,1,1,1,0,0,0,0
"87636",2003-03-06,(03-03-06 07:12:00),"TL","RO","aa","u","u","","SEP","S,RO,L",0,"","","Thornhill",1,1972,"5/15/72",2,4,200,1,1,1,0,0,0,0
"96",2003-03-06,(03-03-06 07:46:00),"AG","OP","aa","aa","u","NN","SEP","OP",0,"","","Al Gore",1,1999,"3/15/99",2,3,1,1,0,0,0,0,1,1
"97",2003-03-06,(03-03-06 07:46:00),"AG","OP","aa","aa","u","NN","SEP","OP",0,"","","Al Gore",1,1999,"3/15/99",2,3,1,1,0,0,0,0,1,1
"13414",2003-03-06,(03-03-06 07:46:00),"CK","LS","aa","aa","d","VV","SEP","S,LS",0,"","","Cookie",0,1999,"5/26/99",1,2,35,1,0,0,0,0,1,1
"13418",2003-03-06,(03-03-06 07:46:00),"CK","S","aa","aa","d","VV","SEP","S",0,"","","Cookie",0,1999,"5/26/99",1,5,35,1,0,0,0,0,1,1
"41979",2003-03-06,(03-03-06 07:46:00),"JK","S","aa","u","u","","SEP","S",0,"","","Jackson",1,1990,"5/15/90",2,5,96,1,1,1,0,0,0,0
"60911",2003-03-06,(03-03-06 07:46:00),"NB","LS","aa","aa","d","NN","SEP","LS",0,"","","Nobu",1,2001,"8/20/01",2,2,141,1,0,0,0,0,1,1
"72276",2003-03-06,(03-03-06 07:46:00),"RA","S","aa","aa","u","EE","SEP","S",0,"","","Rain",1,1999,"5/7/99",2,5,166,1,0,0,0,0,1,1
"94483",2003-03-06,(03-03-06 07:46:00),"VV","S","aa","aa","aa","AA","SEP","S",0,"","","Vandal",0,1989,"5/15/89",1,5,217,1,0,0,0,0,1,1
"98303",2003-03-06,(03-03-06 07:46:00),"YA","S","aa","aa","rr","OP","SEP","S",0,"","","Yasuni",1,2001,"2/17/01",2,5,225,1,0,0,0,0,1,1
"98305",2003-03-06,(03-03-06 07:46:00),"YA","S","aa","aa","rr","OP","SEP","S",0,"","","Yasuni",1,2001,"2/17/01",2,5,225,1,0,0,0,0,1,1
"98307",2003-03-06,(03-03-06 07:46:00),"YA","LS","aa","aa","rr","OP","SEP","LS",0,"","","Yasuni",1,2001,"2/17/01",2,2,225,1,0,0,0,0,1,1
"8894",2003-03-06,(03-03-06 08:40:00),"CA","OP","aa","aa","rr","CE","SEP","OP",0,"","","Cassie",1,2000,"8/15/00",2,3,27,1,0,0,0,0,1,1
"55844",2003-03-06,(03-03-06 08:40:00),"MM","LS","aa","aa","d","AA","SEP","LS",0,"","","Mani",0,1990,"6/27/90",1,2,130,1,0,0,0,0,1,1
"55845",2003-03-06,(03-03-06 08:40:00),"MM","LS","aa","aa","d","AA","SEP","LS",0,"","","Mani",0,1990,"6/27/90",1,2,130,1,0,0,0,0,1,1
"98302",2003-03-06,(03-03-06 08:40:00),"YA","S","aa","aa","rr","OP","SEP","S",0,"AG","","Yasuni",1,2001,"2/17/01",2,5,225,1,0,0,0,0,1,1
"8897",2003-03-06,(03-03-06 13:13:00),"CA","OP","aa","aa","rr","CE","SEP","S,OP",0,"","","Cassie",1,2000,"8/15/00",2,3,27,1,0,0,0,0,1,1
"8898",2003-03-06,(03-03-06 13:13:00),"CA","OP","aa","aa","rr","CE","SEP","S,OP",0,"","","Cassie",1,2000,"8/15/00",2,3,27,1,0,0,0,0,1,1
"13416",2003-03-06,(03-03-06 13:13:00),"CK","S","aa","aa","d","VV","SEP","S",0,"","","Cookie",0,1999,"5/26/99",1,5,35,1,0,0,0,0,1,1
"13417",2003-03-06,(03-03-06 13:13:00),"CK","OP","aa","aa","d","VV","SEP","OP",0,"","","Cookie",0,1999,"5/26/99",1,3,35,1,0,0,0,0,1,1
"28662",2003-03-06,(03-03-06 13:13:00),"EE","S","aa","aa","d","TT","SEP","S",0,"","","Eldritch",0,1992,"4/8/92",1,5,63,1,0,0,0,0,1,1
"28663",2003-03-06,(03-03-06 13:13:00),"EE","S","aa","aa","d","TT","SEP","S",0,"","","Eldritch",0,1992,"4/8/92",1,5,63,1,0,0,0,0,1,1
"28664",2003-03-06,(03-03-06 13:13:00),"EE","S","aa","aa","d","TT","SEP","S",0,"","","Eldritch",0,1992,"4/8/92",1,5,63,1,0,0,0,0,1,1
"28665",2003-03-06,(03-03-06 13:13:00),"EE","OP","aa","aa","d","TT","SEP","S,OP",0,"","","Eldritch",0,1992,"4/8/92",1,3,63,1,0,0,0,0,1,1
"28666",2003-03-06,(03-03-06 13:13:00),"EE","S","aa","aa","d","TT","SEP","S",0,"","","Eldritch",0,1992,"4/8/92",1,5,63,1,0,0,0,0,1,1
"32135",2003-03-06,(03-03-06 13:13:00),"FK","W","aa","aa","u","TT","SEP","W",0,"","","Fink",1,1997,"4/5/97",2,6,71,1,0,0,0,0,1,1
"32136",2003-03-06,(03-03-06 13:13:00),"FK","W","aa","aa","u","TT","SEP","W",0,"","","Fink",1,1997,"4/5/97",2,6,71,1,0,0,0,0,1,1
"60910",2003-03-06,(03-03-06 13:13:00),"NB","LS","aa","aa","d","NN","SEP","LS",0,"","","Nobu",1,2001,"8/20/01",2,2,141,1,0,0,0,0,1,1
"62474",2003-03-06,(03-03-06 13:13:00),"NU","LS","aa","aa","so","MM","SEP","LS",0,"","","Nut",1,1996,"7/21/96",2,2,146,1,0,0,0,0,1,1
"98304",2003-03-06,(03-03-06 13:13:00),"YA","S","aa","aa","rr","OP","SEP","S",0,"","","Yasuni",1,2001,"2/17/01",2,5,225,1,0,0,0,0,1,1
"98306",2003-03-06,(03-03-06 13:13:00),"YA","LS","aa","aa","rr","OP","SEP","S,LS",0,"","","Yasuni",1,2001,"2/17/01",2,2,225,1,0,0,0,0,1,1
"98308",2003-03-06,(03-03-06 13:13:00),"YA","S","aa","aa","rr","OP","SEP","S,S,S",1,"","","Yasuni",1,2001,"2/17/01",2,5,225,1,0,0,0,0,1,1
"98309",2003-03-06,(03-03-06 13:13:00),"YA","S","aa","aa","rr","OP","SEP","S,S,S",1,"","","Yasuni",1,2001,"2/17/01",2,5,225,1,0,0,0,0,1,1
"33157",2003-03-06,(03-03-06 13:37:25),"FZ","S","ff","u","d","","NP","S",0,"","","Fonz",1,1979,"5/15/79",2,5,74,4,1,1,0,0,0,0
"33158",2003-03-06,(03-03-06 13:37:25),"FZ","H","ff","u","d","","NP","S,H",0,"","","Fonz",1,1979,"5/15/79",2,1,74,4,1,1,0,0,0,0
"79192",2003-03-06,(03-03-06 13:41:25),"SD","H","ff","ff","d","","NP","S,H",0,"","","Sedonia",0,1984,"5/15/84",1,1,181,4,0,0,1,0,0,1
"8895",2003-03-06,(03-03-06 14:04:00),"CA","S","aa","aa","rr","CE","SEP","L",0,"","","Cassie",1,2000,"8/15/00",2,5,27,1,0,0,0,0,1,1
"18571",2003-03-06,(03-03-06 14:28:00),"DA","S","aa","aa","aa","DD","SEP","S",0,"","MM","Dali",0,2001,"7/20/01",1,5,45,1,0,0,0,0,1,1
"19537",2003-03-06,(03-03-06 14:40:00),"DD","S","aa","aa","aa","AA","SEP","S",0,"","","Diablita",0,1987,"5/15/87",1,5,46,1,0,0,0,0,1,1
"6902",2003-03-06,(03-03-06 15:35:00),"BO","OP","aa","aa","fl","TT","SEP","OP",0,"","","Boones",0,1999,"9/1/99",1,3,22,1,0,0,0,0,1,1
"6903",2003-03-06,(03-03-06 15:35:00),"BO","W","aa","aa","fl","TT","SEP","RO,W",0,"","","Boones",0,1999,"9/1/99",1,6,22,1,0,0,0,0,1,1
"6904",2003-03-06,(03-03-06 15:35:00),"BO","OP","aa","aa","fl","TT","SEP","OP",0,"","","Boones",0,1999,"9/1/99",1,3,22,1,0,0,0,0,1,1
"6905",2003-03-06,(03-03-06 15:35:00),"BO","OP","aa","aa","fl","TT","SEP","OP",0,"","","Boones",0,1999,"9/1/99",1,3,22,1,0,0,0,0,1,1
"6906",2003-03-06,(03-03-06 15:35:00),"BO","OP","aa","aa","fl","TT","SEP","OP,S,S,OP",1,"","","Boones",0,1999,"9/1/99",1,3,22,1,0,0,0,0,1,1
"8896",2003-03-06,(03-03-06 15:35:00),"CA","OP","aa","aa","rr","CE","SEP","OP,S",0,"","","Cassie",1,2000,"8/15/00",2,3,27,1,0,0,0,0,1,1
